doc_id,stock_code,stock_name,report_year,has_cash_dividend,cash_dividend_per_10_shares,parent_net_profit_cny,operating_cash_flow_cny,ocf_to_profit_ratio,dividend_pressure_score,profit_pressure_score,cashflow_pressure_score,liquidity_term_hits,liquidity_weighted_hits,liquidity_risk_score,liquidity_risk_quantile,legacy_liquidity_risk_label,base_attention_score,cross_year_pressure_score,cross_year_pressure_level,cross_year_reason,attention_score,attention_level,review_reason
1216358368,000736,中交地产,2022,True,10.0,33939531.69,2934839946.48,86.4726,100.0,60.0,10.0,2,4.5,5.08,low,low,45.77,45.0,medium,cross-year base attention score rises; profit declines while dividend remains,54.77,monitor,cross-year base attention score rises; profit declines while dividend remains
1219517434,000736,中交地产,2023,False,0.0,-1673099491.28,7048582150.05,4.2129,0.0,100.0,10.0,2,4.0,4.52,low,low,23.63,30.0,low,profit turns or remains negative,29.63,routine,net profit is negative; profit turns or remains negative
1223096939,000736,中交地产,2024,False,0.0,-5179081987.92,3174852356.4,0.613,0.0,100.0,40.0,8,18.0,20.34,medium,medium,35.08,65.0,medium,cross-year liquidity-risk score rises; cross-year base attention score rises; profit turns or remains negative,48.08,monitor,net profit is negative; cross-year liquidity-risk score rises; cross-year base attention score rises; profit turns or remains negative
1209814356,000797,中国武夷,2020,True,0.6,286574626.29,1713304748.9,5.9786,12.0,35.0,10.0,0,0.0,0.0,none,none,13.1,0.0,none,,13.1,routine,routine review
1212856624,000797,中国武夷,2021,True,0.1,53614123.21,755405498.84,14.0897,2.0,60.0,10.0,5,12.0,13.56,medium,low,18.49,30.0,low,profit declines while dividend remains,24.49,routine,profit declines while dividend remains
1216380526,000797,中国武夷,2022,True,0.1,30447748.19,641355271.61,21.0641,2.0,60.0,10.0,2,4.0,4.52,low,low,16.23,30.0,low,profit declines while dividend remains,22.23,routine,profit declines while dividend remains
1219597689,000797,中国武夷,2023,True,0.1,39010956.14,1270159120.88,32.559,2.0,60.0,10.0,7,13.5,15.25,medium,low,18.91,30.0,low,cross-year liquidity-risk score rises; profit declines while dividend remains,24.91,routine,cross-year liquidity-risk score rises; profit declines while dividend remains
1223149048,000797,中国武夷,2024,False,0.0,25031759.52,-48282020.19,,0.0,60.0,100.0,2,4.0,4.52,low,low,38.13,25.0,low,cross-year base attention score rises,43.13,monitor,cross-year base attention score rises
1209491037,000897,津滨发展,2020,False,0.0,201253480.15,775291529.23,3.8523,0.0,35.0,10.0,1,2.5,2.82,low,low,10.21,0.0,none,,10.21,routine,routine review
1213001265,000897,津滨发展,2021,False,0.0,488496565.4,1269666726.53,2.5991,0.0,35.0,10.0,1,2.5,2.82,low,low,10.21,0.0,none,,10.21,routine,routine review
1216280228,000897,津滨发展,2022,False,0.0,263178142.83,892834962.43,3.3925,0.0,35.0,10.0,1,2.5,2.82,low,low,10.21,0.0,none,,10.21,routine,routine review
1219997738,000897,津滨发展,2023,False,0.0,524858025.13,-319197708.14,,0.0,10.0,100.0,1,2.5,2.82,low,low,27.71,25.0,low,cross-year base attention score rises,32.71,routine,cross-year base attention score rises
1223361063,000897,津滨发展,2024,True,0.95,508468849.25,-450474756.21,,19.0,10.0,100.0,1,2.5,2.82,low,low,33.41,80.0,high,dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow; profit declines while dividend remains,49.41,monitor,cash dividend while operating cash flow is weak or negative; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow; profit declines while dividend remains
1209427529,000965,天保基建,2020,False,0.0,95293448.83,-1109287590.53,,0.0,60.0,100.0,10,19.0,21.47,medium,medium,42.37,0.0,none,,42.37,monitor,routine review
1212913665,000965,天保基建,2021,False,0.0,49510194.51,1005679281.66,20.3126,0.0,60.0,10.0,8,15.0,16.95,medium,medium,18.74,0.0,none,,18.74,routine,routine review
1216277657,000965,天保基建,2022,True,0.2,23303105.24,844983870.05,36.2606,4.0,60.0,10.0,13,25.0,28.25,high,medium,22.76,55.0,medium,dividend rises while operating cash flow declines; profit declines while dividend remains,33.76,routine,dividend rises while operating cash flow declines; profit declines while dividend remains
1219445524,000965,天保基建,2023,True,0.2,20036525.31,-1244352050.69,,4.0,60.0,100.0,6,11.0,12.43,medium,low,41.31,75.0,high,cross-year base attention score jumps; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow; profit declines while dividend remains,56.31,watch,cash dividend while operating cash flow is weak or negative; cross-year base attention score jumps; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow; profit declines while dividend remains
1222947586,000965,天保基建,2024,True,0.1,16845113.77,721936914.61,42.8573,2.0,60.0,10.0,6,11.0,12.43,medium,low,18.21,33.75,low,dividend rises while operating cash flow declines; profit declines while dividend remains,24.96,routine,dividend rises while operating cash flow declines; profit declines while dividend remains
1209425561,001979,招商蛇口,2020,True,40.0,12252864765.28,27622006654.81,2.2543,100.0,10.0,10.0,0,0.0,0.0,none,none,34.5,0.0,none,,34.5,routine,routine review
1212634443,001979,招商蛇口,2021,True,5.4,10372254168.7,25977012145.59,2.5045,100.0,10.0,10.0,0,0.0,0.0,none,none,34.5,30.0,low,profit declines while dividend remains,40.5,monitor,profit declines while dividend remains
1216166724,001979,招商蛇口,2022,True,2.3,4264079662.72,22173990098.31,5.2002,46.0,10.0,10.0,0,0.0,0.0,none,none,18.3,30.0,low,profit declines while dividend remains,24.3,routine,profit declines while dividend remains
1219330022,001979,招商蛇口,2023,True,3.2,6319420453.25,31430984938.66,4.9737,64.0,10.0,10.0,0,0.0,0.0,none,none,23.7,15.0,low,profit declines while dividend remains,26.7,routine,profit declines while dividend remains
1222823028,001979,招商蛇口,2024,True,1.9353,4038571564.37,31963589494.9,7.9146,38.71,10.0,10.0,0,0.0,0.0,none,none,16.11,30.0,low,profit declines while dividend remains,22.11,routine,profit declines while dividend remains
1219865459,002146,荣盛发展,2023,False,0.0,385019315.14,-1482614272.91,,0.0,35.0,100.0,4,10.5,11.86,medium,medium,34.97,0.0,none,,34.97,routine,routine review
1209847122,002244,滨江集团,2020,True,2.26,2327645169.99,-3157140189.27,,45.2,10.0,100.0,4,9.5,10.73,low,low,43.24,0.0,none,,43.24,monitor,cash dividend while operating cash flow is weak or negative
1213249284,002244,滨江集团,2021,True,2.26,3027327039.62,839419095.72,0.2773,45.2,10.0,70.0,12,23.0,25.99,high,high,39.56,30.0,low,cross-year liquidity-risk score rises,45.56,monitor,cash dividend while operating cash flow is weak or negative; cross-year liquidity-risk score rises
1217376050,002244,滨江集团,2022,True,2.5,3741031371.11,5213654322.38,1.3936,50.0,10.0,10.0,13,25.0,28.25,high,high,26.56,15.0,low,cross-year liquidity-risk score rises,29.56,routine,cross-year liquidity-risk score rises
1219860111,002244,滨江集团,2023,True,0.9,2529138720.52,32650002223.85,12.9095,18.0,10.0,10.0,14,26.5,29.94,high,high,17.39,30.0,low,profit declines while dividend remains,23.39,routine,profit declines while dividend remains
1223305625,002244,滨江集团,2024,True,0.82,2545764974.9,7667594549.72,3.0119,16.4,10.0,10.0,16,31.0,35.03,high,high,18.18,15.0,low,cross-year liquidity-risk score rises,21.18,routine,cross-year liquidity-risk score rises
1219468516,002314,南山控股,2023,False,0.0,147022699.61,5701298254.25,38.7784,0.0,35.0,10.0,8,21.5,24.29,medium,medium,15.57,0.0,none,,15.57,routine,routine review
1209726563,600048,保利发展,2020,True,7.3,28948429856.66,15150477619.73,0.5234,100.0,10.0,40.0,6,12.5,14.12,medium,medium,45.53,0.0,none,,45.53,monitor,routine review
1212964021,600048,保利发展,2021,True,5.8,27387836600.0,10551217200.0,0.3853,100.0,10.0,40.0,5,10.0,11.3,low,low,44.82,30.0,low,profit declines while dividend remains,50.82,monitor,profit declines while dividend remains
1216282876,600048,保利发展,2022,True,4.5,18346819500.0,7422377100.0,0.4046,90.0,10.0,40.0,4,8.0,9.04,low,low,41.26,30.0,low,profit declines while dividend remains,47.26,monitor,profit declines while dividend remains
1219740785,600048,保利发展,2023,True,4.1,12067156800.0,13930007500.0,1.1544,82.0,10.0,10.0,5,12.0,13.56,medium,low,32.49,30.0,low,profit declines while dividend remains,38.49,monitor,profit declines while dividend remains
1223382905,600048,保利发展,2024,,,5001183300.0,6257310600.000001,1.2512,15.0,10.0,10.0,4,8.0,9.04,low,low,11.26,0.0,none,,11.26,routine,dividend field is missing
1209797563,600094,大名城,2020,True,0.25,448171839.2,-2416795530.26,,5.0,35.0,100.0,10,20.0,22.6,medium,medium,39.15,0.0,none,,39.15,monitor,cash dividend while operating cash flow is weak or negative
1213255431,600094,大名城,2021,,,-412344720.6,6533716477.87,15.8453,15.0,100.0,10.0,9,18.5,20.9,medium,medium,32.23,30.0,low,profit turns or remains negative,38.23,monitor,net profit is negative; profit turns or remains negative; dividend field is missing
1216411227,600094,大名城,2022,,,170958318.66,864132532.9,5.0546,15.0,35.0,10.0,10,20.0,22.6,medium,medium,19.65,0.0,none,,19.65,routine,dividend field is missing
1219622167,600094,大名城,2023,,,222551310.4,1648494574.77,7.4073,15.0,35.0,10.0,7,16.0,18.08,medium,medium,18.52,0.0,none,,18.52,routine,dividend field is missing
1223317029,600094,大名城,2024,,,-2336018069.35,22343560.47,0.0096,15.0,100.0,70.0,5,10.0,11.3,low,low,44.82,60.0,medium,cross-year base attention score jumps; profit turns or remains negative,56.82,watch,net profit is negative; cross-year base attention score jumps; profit turns or remains negative; dividend field is missing
1209669275,600266,城建发展,2020,True,1.0,1234207312.91,-903764003.79,,20.0,10.0,100.0,7,14.0,15.82,medium,low,36.95,0.0,none,,36.95,monitor,cash dividend while operating cash flow is weak or negative
1212942161,600266,城建发展,2021,True,1.0,641255003.77,3091898686.79,4.8216,20.0,10.0,10.0,14,27.5,31.07,high,low,18.27,50.0,medium,cross-year liquidity-risk score rises; profit declines while dividend remains,28.27,routine,cross-year liquidity-risk score rises; profit declines while dividend remains
1216238461,600266,城建发展,2022,True,1.0,-926179072.98,8337011822.52,9.0015,20.0,100.0,10.0,5,10.0,11.3,low,low,31.32,65.0,medium,cross-year base attention score rises; profit declines while dividend remains; profit turns or remains negative,44.32,monitor,net profit is negative; cross-year base attention score rises; profit declines while dividend remains; profit turns or remains negative
1219595758,600266,城建发展,2023,True,1.0,558893679.33,13115821322.6,23.4675,20.0,10.0,10.0,8,15.5,17.51,medium,low,14.88,15.0,low,profit declines while dividend remains,17.88,routine,profit declines while dividend remains
1223155072,600266,城建发展,2024,True,0.5,-951044344.83,5574859521.0,5.8618,10.0,100.0,10.0,7,13.5,15.25,medium,low,29.31,65.0,medium,cross-year base attention score rises; profit declines while dividend remains; profit turns or remains negative,42.31,monitor,net profit is negative; cross-year base attention score rises; profit declines while dividend remains; profit turns or remains negative
1209797610,600325,华发股份,2020,True,4.5,2902018508.62,29108543110.05,10.0304,90.0,10.0,10.0,14,32.5,36.72,high,medium,40.68,0.0,none,,40.68,monitor,routine review
1212857761,600325,华发股份,2021,True,4.6,3194749145.48,36060713136.64,11.2875,92.0,10.0,10.0,13,28.5,32.2,high,medium,40.15,0.0,none,,40.15,monitor,routine review
1216169340,600325,华发股份,2022,True,3.7,2577816542.73,38344229233.72,14.8747,74.0,10.0,10.0,13,28.5,32.2,high,medium,34.75,30.0,low,profit declines while dividend remains,40.75,monitor,profit declines while dividend remains
1219875404,600325,华发股份,2023,True,3.7,1837841852.48,50543848009.6,27.5017,74.0,10.0,10.0,0,0.0,0.0,none,none,26.7,30.0,low,profit declines while dividend remains,32.7,routine,profit declines while dividend remains
1222807709,600325,华发股份,2024,True,1.04,951304049.12,15899668761.6,16.7136,20.8,10.0,10.0,0,0.0,0.0,none,none,10.74,30.0,low,profit declines while dividend remains,16.74,routine,profit declines while dividend remains
1209712122,600376,首开股份,2020,True,4.0,3139603149.39,5589654392.03,1.7804,80.0,10.0,10.0,4,8.0,9.04,low,low,30.76,0.0,none,,30.76,routine,routine review
1212940956,600376,首开股份,2021,True,1.0,692305112.91,7403408176.48,10.6939,20.0,10.0,10.0,4,8.0,9.04,low,low,12.76,30.0,low,profit declines while dividend remains,18.76,routine,profit declines while dividend remains
1216741112,600376,首开股份,2022,True,1.0,-460946491.82,4418636789.65,9.586,20.0,100.0,10.0,4,8.0,9.04,low,low,30.76,65.0,medium,cross-year base attention score rises; profit declines while dividend remains; profit turns or remains negative,43.76,monitor,net profit is negative; cross-year base attention score rises; profit declines while dividend remains; profit turns or remains negative
1219689383,600376,首开股份,2023,False,0.0,-6338523623.31,5667322492.02,0.8941,0.0,100.0,10.0,5,10.0,11.3,low,low,25.32,30.0,low,profit turns or remains negative,31.32,routine,net profit is negative; profit turns or remains negative
1223218785,600376,首开股份,2024,False,0.0,-8140775786.43,7381863920.69,0.9068,0.0,100.0,10.0,4,8.0,9.04,low,low,24.76,30.0,low,profit turns or remains negative,30.76,routine,net profit is negative; profit turns or remains negative
1209713680,600383,金地集团,2020,,,10397786721.27,7515456835.54,0.7228,15.0,10.0,40.0,2,4.0,4.52,low,low,17.63,0.0,none,,17.63,routine,dividend field is missing
1213086449,600383,金地集团,2021,True,6.3,9409520930.44,9399534862.7,0.9989,100.0,10.0,10.0,5,9.5,10.73,low,medium,37.18,45.0,medium,cross-year base attention score rises; profit declines while dividend remains,46.18,monitor,cross-year base attention score rises; profit declines while dividend remains
1216702482,600383,金地集团,2022,True,1.36,6107289229.12,19907248730.04,3.2596,27.2,10.0,10.0,34,74.5,84.18,high,high,33.71,65.0,medium,cross-year liquidity-risk score jumps; profit declines while dividend remains,46.71,monitor,liquidity-risk term frequency is high; cross-year liquidity-risk score jumps; profit declines while dividend remains
1219307600,600383,金地集团,2023,True,0.197,888123647.45,2192504200.55,2.4687,3.94,10.0,10.0,8,18.0,20.34,medium,high,10.77,30.0,low,cross-year liquidity-risk score rises; profit declines while dividend remains,16.77,routine,cross-year liquidity-risk score rises; profit declines while dividend remains
1222881250,600383,金地集团,2024,False,0.0,-6115084228.32,13619761151.52,2.2272,0.0,100.0,10.0,17,33.5,37.85,high,high,31.96,80.0,high,cross-year liquidity-risk score rises; cross-year base attention score jumps; profit turns or remains negative,47.96,monitor,net profit is negative; cross-year liquidity-risk score rises; cross-year base attention score jumps; profit turns or remains negative
1209878729,600533,栖霞建设,2020,True,1.0,326477927.23,-233667493.08,,20.0,35.0,100.0,4,8.0,9.04,low,low,40.26,0.0,none,,40.26,monitor,cash dividend while operating cash flow is weak or negative
1213269486,600533,栖霞建设,2021,True,1.2,369725727.91,2808019936.88,7.5949,24.0,35.0,10.0,5,10.0,11.3,low,low,19.52,0.0,none,,19.52,routine,routine review
1216690726,600533,栖霞建设,2022,True,1.0,188655817.51,-904630232.15,,20.0,35.0,100.0,4,8.0,9.04,low,low,40.26,85.0,high,cross-year base attention score jumps; current-year dividend with negative operating cash flow; profit declines while dividend remains,57.26,watch,cash dividend while operating cash flow is weak or negative; cross-year base attention score jumps; current-year dividend with negative operating cash flow; profit declines while dividend remains
1219915446,600533,栖霞建设,2023,,,-134388981.92,-1059824502.61,,15.0,100.0,100.0,4,8.0,9.04,low,low,51.76,45.0,medium,cross-year base attention score rises; profit turns or remains negative,60.76,watch,net profit is negative; cross-year base attention score rises; profit turns or remains negative; dividend field is missing
1223420265,600533,栖霞建设,2024,,,-938236314.9,-354823066.03,,15.0,100.0,100.0,5,10.0,11.3,low,low,52.32,37.5,low,cross-year base attention score jumps; profit turns or remains negative,59.82,watch,net profit is negative; cross-year base attention score jumps; profit turns or remains negative; dividend field is missing
1209711545,600639,浦东金桥,2020,True,3.0,1107762338.53,3268397247.59,2.9504,60.0,10.0,10.0,6,12.5,14.12,medium,medium,26.03,0.0,none,,26.03,routine,routine review
1212921077,600639,浦东金桥,2021,True,5.0,1623000060.87,1081724894.17,0.6665,100.0,10.0,40.0,5,10.0,11.3,low,low,44.82,50.0,medium,cross-year base attention score rises; dividend rises while operating cash flow declines,54.82,monitor,cross-year base attention score rises; dividend rises while operating cash flow declines
1216402029,600639,浦东金桥,2022,True,5.0,1583573935.75,-2531546279.34,,100.0,10.0,100.0,5,10.0,11.3,low,low,59.82,70.0,high,cross-year base attention score rises; current-year dividend with negative operating cash flow; profit declines while dividend remains,73.82,watch,cash dividend while operating cash flow is weak or negative; cross-year base attention score rises; current-year dividend with negative operating cash flow; profit declines while dividend remains
1219583682,600639,浦东金桥,2023,True,5.7,1818789939.0,-6702977654.4,,100.0,10.0,100.0,4,10.0,11.3,low,low,59.82,60.0,medium,cross-year base attention score jumps; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow,71.82,watch,cash dividend while operating cash flow is weak or negative; cross-year base attention score jumps; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow
1223095385,600639,浦东金桥,2024,True,3.227,1001950138.86,-1199042707.51,,64.54,10.0,100.0,4,8.0,9.04,low,low,48.62,75.0,high,cross-year base attention score jumps; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow; profit declines while dividend remains,63.62,watch,cash dividend while operating cash flow is weak or negative; cross-year base attention score jumps; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow; profit declines while dividend remains
1209488634,600648,外高桥,2020,True,2.0,721626803.73,4184304342.76,5.7984,40.0,10.0,10.0,6,12.0,13.56,medium,low,19.89,0.0,none,,19.89,routine,routine review
1212752447,600648,外高桥,2021,True,8.254,937108851.55,3533436402.63,3.7706,100.0,10.0,10.0,11,22.5,25.42,high,low,40.86,65.0,medium,cross-year base attention score jumps; dividend rises while operating cash flow declines,53.86,monitor,cross-year base attention score jumps; dividend rises while operating cash flow declines
1216389638,600648,外高桥,2022,True,3.3,1240803308.65,-1709799339.2,,66.0,10.0,100.0,6,12.0,13.56,medium,low,50.19,60.0,medium,cross-year base attention score jumps; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow,62.19,watch,cash dividend while operating cash flow is weak or negative; cross-year base attention score jumps; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow
1219840458,600648,外高桥,2023,True,3.5,153121365.07,328789126.84,2.1472,70.0,35.0,10.0,0,0.0,0.0,none,none,30.5,45.0,medium,cross-year base attention score rises; dividend rises while operating cash flow declines; profit declines while dividend remains,39.5,monitor,cross-year base attention score rises; dividend rises while operating cash flow declines; profit declines while dividend remains
1223283699,600648,外高桥,2024,,,951434359.26,-2782365928.86,,15.0,10.0,100.0,5,10.5,11.86,medium,low,34.47,11.25,low,cross-year base attention score rises,36.72,monitor,cross-year base attention score rises; dividend field is missing
1209438821,600649,城投控股,2020,True,0.92,769690722.83,1071524212.12,1.3921,18.4,10.0,10.0,8,20.0,22.6,medium,low,15.67,0.0,none,,15.67,routine,routine review
1212687124,600649,城投控股,2021,True,1.1,911542960.62,-12678714607.79,,22.0,10.0,100.0,5,10.0,11.3,low,low,36.42,90.0,high,cross-year base attention score jumps; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow,54.42,monitor,cash dividend while operating cash flow is weak or negative; cross-year base attention score jumps; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow
1216220009,600649,城投控股,2022,True,1.1,782555327.01,-8179987359.73,,22.0,10.0,100.0,5,10.5,11.86,medium,low,36.57,60.0,medium,cross-year base attention score jumps; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow,48.57,monitor,cash dividend while operating cash flow is weak or negative; cross-year base attention score jumps; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow
1219469544,600649,城投控股,2023,True,0.6,415465384.94,2095748225.61,5.0443,12.0,35.0,10.0,5,10.0,11.3,low,low,15.92,30.0,low,profit declines while dividend remains,21.92,routine,profit declines while dividend remains
1222949865,600649,城投控股,2024,True,0.4,242712915.85,2656461453.77,10.9449,8.0,35.0,10.0,6,12.5,14.12,medium,low,15.43,30.0,low,profit declines while dividend remains,21.43,routine,profit declines while dividend remains
1209465365,600657,信达地产,2020,,,1502034587.54,7361073970.19,4.9007,15.0,10.0,10.0,8,15.0,16.95,medium,medium,13.24,0.0,none,,13.24,routine,dividend field is missing
1212728709,600657,信达地产,2021,True,0.7,815251105.89,2711787986.7,3.3263,14.0,10.0,10.0,15,30.5,34.46,high,low,17.32,50.0,medium,cross-year liquidity-risk score rises; profit declines while dividend remains,27.32,routine,cross-year liquidity-risk score rises; profit declines while dividend remains
1216245554,600657,信达地产,2022,True,0.4,550403895.48,1840131585.83,3.3432,8.0,10.0,10.0,13,26.0,29.38,high,low,14.24,30.0,low,profit declines while dividend remains,20.24,routine,profit declines while dividend remains
1219412328,600657,信达地产,2023,False,0.0,505369230.49,712494411.15,1.4098,0.0,10.0,10.0,14,28.0,31.64,high,low,12.41,0.0,none,,12.41,routine,routine review
1223073009,600657,信达地产,2024,,,-783910570.83,-1140965527.76,,15.0,100.0,100.0,13,26.0,29.38,high,low,56.84,60.0,medium,cross-year base attention score jumps; profit turns or remains negative,68.84,watch,net profit is negative; cross-year base attention score jumps; profit turns or remains negative; dividend field is missing
1209768898,600658,电子城,2020,True,1.4,520662639.93,1024650881.08,1.968,28.0,10.0,10.0,22,44.0,49.72,high,low,25.33,0.0,none,,25.33,routine,routine review
1212974325,600658,电子城,2021,True,0.15,31574974.79,2479662143.17,78.5325,3.0,60.0,10.0,11,22.0,24.86,high,medium,21.61,30.0,low,profit declines while dividend remains,27.61,routine,profit declines while dividend remains
